council,randage,ethnicity,simd,urban_rural,household_type,gender,tenure,greenspace,neighbourhood_rating,community_belonging
Glasgow City,59,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Glasgow City,73,White,1,Urban,Pensioner,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
North Lanarkshire,59,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
North Lanarkshire,63,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Glasgow City,61,White,3,Urban,Adult,Male,Owned Outright,6-10 mins,Very good,Not at all strongly
Glasgow City,30,White,5,Urban,Children,Female,Owned Outright,11-20 mins,Very good,Very strongly
Glasgow City,71,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not at all strongly
Glasgow City,30,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Glasgow City,54,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Very strongly
Glasgow City,47,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Glasgow City,60,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Glasgow City,65,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Glasgow City,68,White,2,Urban,Pensioner,Male,Social Rented,6-10 mins,Very good,Very strongly
Glasgow City,55,White,3,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Glasgow City,41,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
Glasgow City,74,White,1,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Very strongly
Glasgow City,68,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Glasgow City,30,Other,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
Glasgow City,51,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Glasgow City,29,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Glasgow City,63,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,49,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,72,White,1,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Glasgow City,62,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Glasgow City,36,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Not very strongly
Glasgow City,68,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Glasgow City,31,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Glasgow City,74,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Glasgow City,39,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,24,White,1,Urban,Adult,Male,Social Rented,More than 30,Fairly good,Not at all strongly
Glasgow City,55,White,2,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Glasgow City,86,White,1,Urban,Pensioner,Female,Owned Outright,11-20 mins,Very good,Fairly strongly
Glasgow City,28,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Glasgow City,37,Other,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
Glasgow City,24,White,1,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
East Renfrewshire,67,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Glasgow City,45,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Not very strongly
Glasgow City,48,White,1,Urban,Adult,Male,Social Rented,11-20 mins,Very good,Fairly strongly
Glasgow City,59,White,1,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Glasgow City,35,White,1,Urban,Children,Female,Social Rented,11-20 mins,Very good,Very strongly
Glasgow City,36,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Not very strongly
Glasgow City,55,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
Glasgow City,76,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Very strongly
Glasgow City,58,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Glasgow City,58,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Glasgow City,78,White,2,Urban,Pensioner,Female,Social Rented,5 mins or less,Very good,Not very strongly
Glasgow City,26,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Glasgow City,50,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Glasgow City,50,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
Glasgow City,83,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Glasgow City,41,White,1,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Glasgow City,67,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Glasgow City,48,White,2,Urban,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,39,White,1,Urban,Children,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Glasgow City,62,White,1,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
Glasgow City,25,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,39,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Don't know
Glasgow City,84,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Glasgow City,64,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Glasgow City,56,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,65,White,1,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Glasgow City,61,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Glasgow City,19,White,1,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Glasgow City,56,White,2,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
East Dumbartonshire,73,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
East Dumbartonshire,46,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
East Dumbartonshire,36,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
East Dumbartonshire,32,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
East Dumbartonshire,44,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
East Dumbartonshire,45,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
East Dumbartonshire,28,White,4,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Glasgow City,58,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Renfrewshire,47,White,1,Urban,Adult,Male,Social Rented,11-20 mins,Fairly good,Not very strongly
Renfrewshire,78,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Glasgow City,38,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Renfrewshire,38,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Renfrewshire,30,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Renfrewshire,37,Other,4,Urban,Children,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Renfrewshire,73,White,4,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Renfrewshire,64,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Renfrewshire,27,White,2,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Fairly poor,Not very strongly
Renfrewshire,27,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Renfrewshire,33,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Renfrewshire,38,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Renfrewshire,21,White,2,Urban,Children,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Renfrewshire,30,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Fairly strongly
Renfrewshire,20,White,4,Urban,Adult,Male,Social Rented,11-20 mins,Very good,Not very strongly
Renfrewshire,30,White,4,Urban,Adult,Male,Owned Outright,11-20 mins,Very good,Very strongly
Renfrewshire,44,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Renfrewshire,32,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,50,White,1,Urban,Children,Female,Social Rented,5 mins or less,Very good,Not very strongly
Glasgow City,30,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Fairly strongly
Glasgow City,20,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Glasgow City,58,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not at all strongly
Glasgow City,61,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Glasgow City,36,Other,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not at all strongly
Glasgow City,29,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Glasgow City,51,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Not very strongly
Glasgow City,69,White,2,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,28,Other,1,Urban,Children,Male,Social Rented,More than 30,Very good,Don't know
Glasgow City,57,White,1,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Glasgow City,60,White,1,Urban,Adult,Female,Social Rented,21-30 mins,Fairly good,Very strongly
Glasgow City,71,White,1,Urban,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,80,White,1,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Glasgow City,80,White,1,Urban,Adult,Female,Social Rented,Don't know,Fairly good,Not very strongly
Glasgow City,35,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
Glasgow City,58,White,1,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Glasgow City,78,White,1,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Very strongly
Glasgow City,61,White,2,Urban,Adult,Female,Social Rented,Don't know,Fairly good,Not at all strongly
Glasgow City,72,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Glasgow City,53,White,2,Urban,Adult,Female,Owned Outright,6-10 mins,Fairly good,Not very strongly
Glasgow City,58,White,1,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Glasgow City,53,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,26,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
East Dumbartonshire,59,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
East Dumbartonshire,54,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
East Dumbartonshire,69,White,2,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Glasgow City,52,White,1,Urban,Adult,Female,Social Rented,More than 30,Fairly good,Not very strongly
Glasgow City,78,White,3,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Glasgow City,33,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not at all strongly
Glasgow City,50,Other,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not at all strongly
Glasgow City,34,Other,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
Glasgow City,32,White,1,Urban,Children,Female,Social Rented,More than 30,Fairly good,Very strongly
Glasgow City,51,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
East Dumbartonshire,64,Other,2,Urban,Adult,Female,Owned Outright,11-20 mins,Very good,Fairly strongly
East Dumbartonshire,38,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
East Dumbartonshire,30,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
East Dumbartonshire,66,Other,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
East Dumbartonshire,52,White,4,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Not very strongly
East Dumbartonshire,42,White,4,Urban,Adult,Female,Social Rented,11-20 mins,Fairly good,Don't know
Glasgow City,37,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Fairly strongly
East Dumbartonshire,85,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,Don't know,Fairly poor,Not at all strongly
Glasgow City,28,White,1,Urban,Adult,Male,Private Rented,5 mins or less,Fairly good,Not at all strongly
Glasgow City,76,White,1,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Glasgow City,46,Other,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Glasgow City,23,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not at all strongly
Glasgow City,31,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,58,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,67,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Glasgow City,42,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Glasgow City,66,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,60,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
Glasgow City,66,White,1,Urban,Adult,Female,Private Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,61,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,73,White,1,Urban,Pensioner,Female,Social Rented,11-20 mins,Fairly poor,Fairly strongly
Glasgow City,32,Other,1,Urban,Adult,Male,Social Rented,11-20 mins,Very good,Fairly strongly
Glasgow City,31,Other,1,Urban,Adult,Male,Private Rented,21-30 mins,Very good,Not very strongly
South Lanarkshire,77,White,1,Urban,Adult,Female,Social Rented,More than 30,Very good,Fairly strongly
East Renfrewshire,32,Other,5,Urban,Children,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
East Renfrewshire,24,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
East Renfrewshire,34,Other,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
East Renfrewshire,51,Other,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Glasgow City,69,White,1,Urban,Adult,Female,Social Rented,More than 30,Fairly good,Fairly strongly
Glasgow City,49,White,1,Urban,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
East Renfrewshire,86,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,More than 30,Fairly good,Fairly strongly
Glasgow City,85,White,3,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Glasgow City,38,White,1,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Not very strongly
Glasgow City,60,White,1,Urban,Adult,Female,Social Rented,More than 30,Very good,Very strongly
Glasgow City,62,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly poor,Fairly strongly
Glasgow City,67,Other,1,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,52,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,43,White,1,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Not very strongly
Glasgow City,75,White,1,Urban,Pensioner,Female,Social Rented,11-20 mins,Very good,Very strongly
Glasgow City,20,Other,4,Urban,Adult,Female,Owned Loan/Mortgage,21-30 mins,Very good,Very strongly
Glasgow City,86,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,Don't know,Fairly good,Very strongly
Glasgow City,83,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Glasgow City,48,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,54,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
Glasgow City,35,White,1,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Glasgow City,43,White,1,Urban,Children,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Glasgow City,86,White,4,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
Glasgow City,27,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Glasgow City,82,White,1,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Glasgow City,53,White,1,Urban,Adult,Female,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Glasgow City,68,White,2,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Glasgow City,73,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Glasgow City,54,White,1,Urban,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
Glasgow City,57,White,1,Urban,Adult,Female,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Glasgow City,40,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
Glasgow City,55,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Renfrewshire,42,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Renfrewshire,46,White,4,Urban,Children,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Renfrewshire,81,White,5,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
